True_Path,Wrong_Path,Confidence
wrong_gradcam/ILSVRC2012_val_00030393_GroundTruth_space_bar_computer_keyboard_66.png,wrong_gradcam/ILSVRC2012_val_00030393_WrongPred_space_bar_computer_keyboard_66.png,0.65916514
wrong_gradcam/ILSVRC2012_val_00029531_GroundTruth_space_bar_computer_keyboard_89.png,wrong_gradcam/ILSVRC2012_val_00029531_WrongPred_space_bar_computer_keyboard_89.png,0.89332086
wrong_gradcam/ILSVRC2012_val_00027171_GroundTruth_space_bar_computer_keyboard_84.png,wrong_gradcam/ILSVRC2012_val_00027171_WrongPred_space_bar_computer_keyboard_84.png,0.8414063
wrong_gradcam/ILSVRC2012_val_00026369_GroundTruth_space_bar_computer_keyboard_43.png,wrong_gradcam/ILSVRC2012_val_00026369_WrongPred_space_bar_computer_keyboard_43.png,0.42703485
wrong_gradcam/ILSVRC2012_val_00025138_GroundTruth_space_bar_iPod_70.png,wrong_gradcam/ILSVRC2012_val_00025138_WrongPred_space_bar_iPod_70.png,0.69907665
wrong_gradcam/ILSVRC2012_val_00024899_GroundTruth_space_bar_computer_keyboard_17.png,wrong_gradcam/ILSVRC2012_val_00024899_WrongPred_space_bar_computer_keyboard_17.png,0.172726
wrong_gradcam/ILSVRC2012_val_00024474_GroundTruth_space_bar_computer_keyboard_52.png,wrong_gradcam/ILSVRC2012_val_00024474_WrongPred_space_bar_computer_keyboard_52.png,0.5166354
wrong_gradcam/ILSVRC2012_val_00022053_GroundTruth_space_bar_computer_keyboard_46.png,wrong_gradcam/ILSVRC2012_val_00022053_WrongPred_space_bar_computer_keyboard_46.png,0.46306568
wrong_gradcam/ILSVRC2012_val_00020036_GroundTruth_space_bar_computer_keyboard_64.png,wrong_gradcam/ILSVRC2012_val_00020036_WrongPred_space_bar_computer_keyboard_64.png,0.63995266
wrong_gradcam/ILSVRC2012_val_00019350_GroundTruth_space_bar_computer_keyboard_47.png,wrong_gradcam/ILSVRC2012_val_00019350_WrongPred_space_bar_computer_keyboard_47.png,0.47383168
wrong_gradcam/ILSVRC2012_val_00018157_GroundTruth_space_bar_computer_keyboard_63.png,wrong_gradcam/ILSVRC2012_val_00018157_WrongPred_space_bar_computer_keyboard_63.png,0.63320667
wrong_gradcam/ILSVRC2012_val_00016803_GroundTruth_space_bar_notebook_59.png,wrong_gradcam/ILSVRC2012_val_00016803_WrongPred_space_bar_notebook_59.png,0.5931535
wrong_gradcam/ILSVRC2012_val_00014491_GroundTruth_space_bar_computer_keyboard_70.png,wrong_gradcam/ILSVRC2012_val_00014491_WrongPred_space_bar_computer_keyboard_70.png,0.7028484
wrong_gradcam/ILSVRC2012_val_00014122_GroundTruth_space_bar_computer_keyboard_78.png,wrong_gradcam/ILSVRC2012_val_00014122_WrongPred_space_bar_computer_keyboard_78.png,0.77605313
wrong_gradcam/ILSVRC2012_val_00010159_GroundTruth_space_bar_computer_keyboard_80.png,wrong_gradcam/ILSVRC2012_val_00010159_WrongPred_space_bar_computer_keyboard_80.png,0.8035431
wrong_gradcam/ILSVRC2012_val_00006994_GroundTruth_space_bar_typewriter_keyboard_64.png,wrong_gradcam/ILSVRC2012_val_00006994_WrongPred_space_bar_typewriter_keyboard_64.png,0.6370497
wrong_gradcam/ILSVRC2012_val_00006598_GroundTruth_space_bar_desktop_computer_93.png,wrong_gradcam/ILSVRC2012_val_00006598_WrongPred_space_bar_desktop_computer_93.png,0.9333
wrong_gradcam/ILSVRC2012_val_00002607_GroundTruth_space_bar_desk_70.png,wrong_gradcam/ILSVRC2012_val_00002607_WrongPred_space_bar_desk_70.png,0.7022564
wrong_gradcam/ILSVRC2012_val_00049089_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_74.png,wrong_gradcam/ILSVRC2012_val_00049089_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_74.png,0.74217355
wrong_gradcam/ILSVRC2012_val_00048639_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_45.png,wrong_gradcam/ILSVRC2012_val_00048639_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_45.png,0.44826624
wrong_gradcam/ILSVRC2012_val_00041762_GroundTruth_wire-haired_fox_terrier_bib_27.png,wrong_gradcam/ILSVRC2012_val_00041762_WrongPred_wire-haired_fox_terrier_bib_27.png,0.2721353
wrong_gradcam/ILSVRC2012_val_00037195_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_74.png,wrong_gradcam/ILSVRC2012_val_00037195_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_74.png,0.74173903
wrong_gradcam/ILSVRC2012_val_00035680_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_84.png,wrong_gradcam/ILSVRC2012_val_00035680_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_84.png,0.8380054
wrong_gradcam/ILSVRC2012_val_00032581_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_57.png,wrong_gradcam/ILSVRC2012_val_00032581_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_57.png,0.5744977
wrong_gradcam/ILSVRC2012_val_00027245_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_48.png,wrong_gradcam/ILSVRC2012_val_00027245_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_48.png,0.47909963
wrong_gradcam/ILSVRC2012_val_00022363_GroundTruth_wire-haired_fox_terrier_Airedale_37.png,wrong_gradcam/ILSVRC2012_val_00022363_WrongPred_wire-haired_fox_terrier_Airedale_37.png,0.37212032
wrong_gradcam/ILSVRC2012_val_00016508_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_49.png,wrong_gradcam/ILSVRC2012_val_00016508_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_49.png,0.49388558
wrong_gradcam/ILSVRC2012_val_00012471_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_46.png,wrong_gradcam/ILSVRC2012_val_00012471_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_46.png,0.4595736
wrong_gradcam/ILSVRC2012_val_00010722_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_56.png,wrong_gradcam/ILSVRC2012_val_00010722_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_56.png,0.5626146
wrong_gradcam/ILSVRC2012_val_00005900_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_41.png,wrong_gradcam/ILSVRC2012_val_00005900_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_41.png,0.4096965
wrong_gradcam/ILSVRC2012_val_00005331_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_88.png,wrong_gradcam/ILSVRC2012_val_00005331_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_88.png,0.87513554
wrong_gradcam/ILSVRC2012_val_00035902_GroundTruth_jackfruit_grocery_store_59.png,wrong_gradcam/ILSVRC2012_val_00035902_WrongPred_jackfruit_grocery_store_59.png,0.58793133
wrong_gradcam/ILSVRC2012_val_00047079_GroundTruth_whiskey_jug_perfume_49.png,wrong_gradcam/ILSVRC2012_val_00047079_WrongPred_whiskey_jug_perfume_49.png,0.49306092
wrong_gradcam/ILSVRC2012_val_00045681_GroundTruth_whiskey_jug_pitcher_39.png,wrong_gradcam/ILSVRC2012_val_00045681_WrongPred_whiskey_jug_pitcher_39.png,0.38881287
wrong_gradcam/ILSVRC2012_val_00044293_GroundTruth_whiskey_jug_eggnog_41.png,wrong_gradcam/ILSVRC2012_val_00044293_WrongPred_whiskey_jug_eggnog_41.png,0.40914583
wrong_gradcam/ILSVRC2012_val_00041658_GroundTruth_whiskey_jug_espresso_20.png,wrong_gradcam/ILSVRC2012_val_00041658_WrongPred_whiskey_jug_espresso_20.png,0.19960624
wrong_gradcam/ILSVRC2012_val_00038095_GroundTruth_whiskey_jug_coffee_mug_90.png,wrong_gradcam/ILSVRC2012_val_00038095_WrongPred_whiskey_jug_coffee_mug_90.png,0.8952177
wrong_gradcam/ILSVRC2012_val_00037142_GroundTruth_whiskey_jug_barrel_12.png,wrong_gradcam/ILSVRC2012_val_00037142_WrongPred_whiskey_jug_barrel_12.png,0.11566923
wrong_gradcam/ILSVRC2012_val_00033173_GroundTruth_whiskey_jug_medicine_chest_81.png,wrong_gradcam/ILSVRC2012_val_00033173_WrongPred_whiskey_jug_medicine_chest_81.png,0.80838674
wrong_gradcam/ILSVRC2012_val_00031287_GroundTruth_whiskey_jug_perfume_27.png,wrong_gradcam/ILSVRC2012_val_00031287_WrongPred_whiskey_jug_perfume_27.png,0.26849544
wrong_gradcam/ILSVRC2012_val_00030522_GroundTruth_whiskey_jug_coffee_mug_27.png,wrong_gradcam/ILSVRC2012_val_00030522_WrongPred_whiskey_jug_coffee_mug_27.png,0.26854777
wrong_gradcam/ILSVRC2012_val_00029060_GroundTruth_whiskey_jug_quill_17.png,wrong_gradcam/ILSVRC2012_val_00029060_WrongPred_whiskey_jug_quill_17.png,0.1723989
wrong_gradcam/ILSVRC2012_val_00014224_GroundTruth_whiskey_jug_teapot_76.png,wrong_gradcam/ILSVRC2012_val_00014224_WrongPred_whiskey_jug_teapot_76.png,0.7610548
wrong_gradcam/ILSVRC2012_val_00008020_GroundTruth_whiskey_jug_water_jug_24.png,wrong_gradcam/ILSVRC2012_val_00008020_WrongPred_whiskey_jug_water_jug_24.png,0.2395789
wrong_gradcam/ILSVRC2012_val_00007489_GroundTruth_whiskey_jug_wine_bottle_36.png,wrong_gradcam/ILSVRC2012_val_00007489_WrongPred_whiskey_jug_wine_bottle_36.png,0.35603845
wrong_gradcam/ILSVRC2012_val_00005933_GroundTruth_whiskey_jug_pitcher_68.png,wrong_gradcam/ILSVRC2012_val_00005933_WrongPred_whiskey_jug_pitcher_68.png,0.68087673
wrong_gradcam/ILSVRC2012_val_00005104_GroundTruth_whiskey_jug_restaurant_28.png,wrong_gradcam/ILSVRC2012_val_00005104_WrongPred_whiskey_jug_restaurant_28.png,0.2786242
wrong_gradcam/ILSVRC2012_val_00003972_GroundTruth_whiskey_jug_china_cabinet_42.png,wrong_gradcam/ILSVRC2012_val_00003972_WrongPred_whiskey_jug_china_cabinet_42.png,0.4170195
wrong_gradcam/ILSVRC2012_val_00049577_GroundTruth_rock_beauty_eel_76.png,wrong_gradcam/ILSVRC2012_val_00049577_WrongPred_rock_beauty_eel_76.png,0.76332337
wrong_gradcam/ILSVRC2012_val_00046491_GroundTruth_rock_beauty_conch_11.png,wrong_gradcam/ILSVRC2012_val_00046491_WrongPred_rock_beauty_conch_11.png,0.110949
wrong_gradcam/ILSVRC2012_val_00030635_GroundTruth_rock_beauty_slug_7.png,wrong_gradcam/ILSVRC2012_val_00030635_WrongPred_rock_beauty_slug_7.png,0.07166676
wrong_gradcam/ILSVRC2012_val_00000124_GroundTruth_rock_beauty_sea_slug_69.png,wrong_gradcam/ILSVRC2012_val_00000124_WrongPred_rock_beauty_sea_slug_69.png,0.69453984
wrong_gradcam/ILSVRC2012_val_00049440_GroundTruth_rock_crab_king_crab_71.png,wrong_gradcam/ILSVRC2012_val_00049440_WrongPred_rock_crab_king_crab_71.png,0.71105
wrong_gradcam/ILSVRC2012_val_00048052_GroundTruth_rock_crab_hermit_crab_94.png,wrong_gradcam/ILSVRC2012_val_00048052_WrongPred_rock_crab_hermit_crab_94.png,0.93589705
wrong_gradcam/ILSVRC2012_val_00047416_GroundTruth_rock_crab_Dungeness_crab_79.png,wrong_gradcam/ILSVRC2012_val_00047416_WrongPred_rock_crab_Dungeness_crab_79.png,0.7869655
wrong_gradcam/ILSVRC2012_val_00031923_GroundTruth_rock_crab_fiddler_crab_44.png,wrong_gradcam/ILSVRC2012_val_00031923_WrongPred_rock_crab_fiddler_crab_44.png,0.4357063
wrong_gradcam/ILSVRC2012_val_00029812_GroundTruth_rock_crab_Dungeness_crab_38.png,wrong_gradcam/ILSVRC2012_val_00029812_WrongPred_rock_crab_Dungeness_crab_38.png,0.37867588
wrong_gradcam/ILSVRC2012_val_00026378_GroundTruth_rock_crab_hermit_crab_92.png,wrong_gradcam/ILSVRC2012_val_00026378_WrongPred_rock_crab_hermit_crab_92.png,0.92123204
wrong_gradcam/ILSVRC2012_val_00026314_GroundTruth_rock_crab_hermit_crab_44.png,wrong_gradcam/ILSVRC2012_val_00026314_WrongPred_rock_crab_hermit_crab_44.png,0.4424263
wrong_gradcam/ILSVRC2012_val_00024557_GroundTruth_rock_crab_hermit_crab_99.png,wrong_gradcam/ILSVRC2012_val_00024557_WrongPred_rock_crab_hermit_crab_99.png,0.9929228
wrong_gradcam/ILSVRC2012_val_00023840_GroundTruth_rock_crab_crayfish_74.png,wrong_gradcam/ILSVRC2012_val_00023840_WrongPred_rock_crab_crayfish_74.png,0.7351288
wrong_gradcam/ILSVRC2012_val_00021385_GroundTruth_rock_crab_snail_25.png,wrong_gradcam/ILSVRC2012_val_00021385_WrongPred_rock_crab_snail_25.png,0.24967222
wrong_gradcam/ILSVRC2012_val_00021378_GroundTruth_rock_crab_crayfish_94.png,wrong_gradcam/ILSVRC2012_val_00021378_WrongPred_rock_crab_crayfish_94.png,0.9356587
wrong_gradcam/ILSVRC2012_val_00014921_GroundTruth_rock_crab_bolete_24.png,wrong_gradcam/ILSVRC2012_val_00014921_WrongPred_rock_crab_bolete_24.png,0.23946975
wrong_gradcam/ILSVRC2012_val_00013423_GroundTruth_rock_crab_fiddler_crab_41.png,wrong_gradcam/ILSVRC2012_val_00013423_WrongPred_rock_crab_fiddler_crab_41.png,0.4056255
wrong_gradcam/ILSVRC2012_val_00011585_GroundTruth_rock_crab_Dungeness_crab_52.png,wrong_gradcam/ILSVRC2012_val_00011585_WrongPred_rock_crab_Dungeness_crab_52.png,0.5201812
wrong_gradcam/ILSVRC2012_val_00009697_GroundTruth_rock_crab_common_iguana_96.png,wrong_gradcam/ILSVRC2012_val_00009697_WrongPred_rock_crab_common_iguana_96.png,0.96112996
wrong_gradcam/ILSVRC2012_val_00004254_GroundTruth_rock_crab_hermit_crab_96.png,wrong_gradcam/ILSVRC2012_val_00004254_WrongPred_rock_crab_hermit_crab_96.png,0.9580092
wrong_gradcam/ILSVRC2012_val_00003705_GroundTruth_rock_crab_tench_26.png,wrong_gradcam/ILSVRC2012_val_00003705_WrongPred_rock_crab_tench_26.png,0.26490003
wrong_gradcam/ILSVRC2012_val_00049970_GroundTruth_book_jacket_comic_book_99.png,wrong_gradcam/ILSVRC2012_val_00049970_WrongPred_book_jacket_comic_book_99.png,0.9907851
wrong_gradcam/ILSVRC2012_val_00047159_GroundTruth_book_jacket_packet_21.png,wrong_gradcam/ILSVRC2012_val_00047159_WrongPred_book_jacket_packet_21.png,0.20533882
wrong_gradcam/ILSVRC2012_val_00046363_GroundTruth_book_jacket_menu_69.png,wrong_gradcam/ILSVRC2012_val_00046363_WrongPred_book_jacket_menu_69.png,0.6856992
wrong_gradcam/ILSVRC2012_val_00038591_GroundTruth_book_jacket_web_site_54.png,wrong_gradcam/ILSVRC2012_val_00038591_WrongPred_book_jacket_web_site_54.png,0.53507316
wrong_gradcam/ILSVRC2012_val_00036093_GroundTruth_book_jacket_bakery_25.png,wrong_gradcam/ILSVRC2012_val_00036093_WrongPred_book_jacket_bakery_25.png,0.24989434
wrong_gradcam/ILSVRC2012_val_00032814_GroundTruth_book_jacket_packet_18.png,wrong_gradcam/ILSVRC2012_val_00032814_WrongPred_book_jacket_packet_18.png,0.18192321
wrong_gradcam/ILSVRC2012_val_00030046_GroundTruth_book_jacket_doormat_49.png,wrong_gradcam/ILSVRC2012_val_00030046_WrongPred_book_jacket_doormat_49.png,0.48641476
wrong_gradcam/ILSVRC2012_val_00027903_GroundTruth_book_jacket_comic_book_90.png,wrong_gradcam/ILSVRC2012_val_00027903_WrongPred_book_jacket_comic_book_90.png,0.898556
wrong_gradcam/ILSVRC2012_val_00027356_GroundTruth_book_jacket_tick_47.png,wrong_gradcam/ILSVRC2012_val_00027356_WrongPred_book_jacket_tick_47.png,0.4669057
wrong_gradcam/ILSVRC2012_val_00025515_GroundTruth_book_jacket_comic_book_55.png,wrong_gradcam/ILSVRC2012_val_00025515_WrongPred_book_jacket_comic_book_55.png,0.5487649
wrong_gradcam/ILSVRC2012_val_00019892_GroundTruth_book_jacket_packet_52.png,wrong_gradcam/ILSVRC2012_val_00019892_WrongPred_book_jacket_packet_52.png,0.5199036
wrong_gradcam/ILSVRC2012_val_00019890_GroundTruth_book_jacket_envelope_18.png,wrong_gradcam/ILSVRC2012_val_00019890_WrongPred_book_jacket_envelope_18.png,0.17540987
wrong_gradcam/ILSVRC2012_val_00014629_GroundTruth_book_jacket_comic_book_51.png,wrong_gradcam/ILSVRC2012_val_00014629_WrongPred_book_jacket_comic_book_51.png,0.5095343
wrong_gradcam/ILSVRC2012_val_00013850_GroundTruth_book_jacket_packet_83.png,wrong_gradcam/ILSVRC2012_val_00013850_WrongPred_book_jacket_packet_83.png,0.82933015
wrong_gradcam/ILSVRC2012_val_00013139_GroundTruth_book_jacket_packet_52.png,wrong_gradcam/ILSVRC2012_val_00013139_WrongPred_book_jacket_packet_52.png,0.5186307
wrong_gradcam/ILSVRC2012_val_00010338_GroundTruth_book_jacket_menu_38.png,wrong_gradcam/ILSVRC2012_val_00010338_WrongPred_book_jacket_menu_38.png,0.37903035
wrong_gradcam/ILSVRC2012_val_00008799_GroundTruth_book_jacket_flute_83.png,wrong_gradcam/ILSVRC2012_val_00008799_WrongPred_book_jacket_flute_83.png,0.83209956
wrong_gradcam/ILSVRC2012_val_00003594_GroundTruth_book_jacket_bookcase_52.png,wrong_gradcam/ILSVRC2012_val_00003594_WrongPred_book_jacket_bookcase_52.png,0.5201394
wrong_gradcam/ILSVRC2012_val_00047673_GroundTruth_hatchet_pedestal_98.png,wrong_gradcam/ILSVRC2012_val_00047673_WrongPred_hatchet_pedestal_98.png,0.98315984
wrong_gradcam/ILSVRC2012_val_00047210_GroundTruth_hatchet_bonnet_40.png,wrong_gradcam/ILSVRC2012_val_00047210_WrongPred_hatchet_bonnet_40.png,0.39953217
wrong_gradcam/ILSVRC2012_val_00042039_GroundTruth_hatchet_totem_pole_33.png,wrong_gradcam/ILSVRC2012_val_00042039_WrongPred_hatchet_totem_pole_33.png,0.3255964
wrong_gradcam/ILSVRC2012_val_00041471_GroundTruth_hatchet_shovel_21.png,wrong_gradcam/ILSVRC2012_val_00041471_WrongPred_hatchet_shovel_21.png,0.21097988
wrong_gradcam/ILSVRC2012_val_00040559_GroundTruth_hatchet_shovel_15.png,wrong_gradcam/ILSVRC2012_val_00040559_WrongPred_hatchet_shovel_15.png,0.15189633
wrong_gradcam/ILSVRC2012_val_00033954_GroundTruth_hatchet_loggerhead_24.png,wrong_gradcam/ILSVRC2012_val_00033954_WrongPred_hatchet_loggerhead_24.png,0.24263471
wrong_gradcam/ILSVRC2012_val_00032228_GroundTruth_hatchet_cleaver_87.png,wrong_gradcam/ILSVRC2012_val_00032228_WrongPred_hatchet_cleaver_87.png,0.8676463
wrong_gradcam/ILSVRC2012_val_00031367_GroundTruth_hatchet_hammer_88.png,wrong_gradcam/ILSVRC2012_val_00031367_WrongPred_hatchet_hammer_88.png,0.8782198
wrong_gradcam/ILSVRC2012_val_00030655_GroundTruth_hatchet_pool_table_18.png,wrong_gradcam/ILSVRC2012_val_00030655_WrongPred_hatchet_pool_table_18.png,0.17778969
wrong_gradcam/ILSVRC2012_val_00025619_GroundTruth_hatchet_jeep_22.png,wrong_gradcam/ILSVRC2012_val_00025619_WrongPred_hatchet_jeep_22.png,0.22045277
wrong_gradcam/ILSVRC2012_val_00023332_GroundTruth_hatchet_hammer_25.png,wrong_gradcam/ILSVRC2012_val_00023332_WrongPred_hatchet_hammer_25.png,0.25120342
wrong_gradcam/ILSVRC2012_val_00023035_GroundTruth_hatchet_revolver_66.png,wrong_gradcam/ILSVRC2012_val_00023035_WrongPred_hatchet_revolver_66.png,0.65525186
wrong_gradcam/ILSVRC2012_val_00021394_GroundTruth_hatchet_perfume_44.png,wrong_gradcam/ILSVRC2012_val_00021394_WrongPred_hatchet_perfume_44.png,0.4435335
wrong_gradcam/ILSVRC2012_val_00021304_GroundTruth_hatchet_safety_pin_45.png,wrong_gradcam/ILSVRC2012_val_00021304_WrongPred_hatchet_safety_pin_45.png,0.4456062
wrong_gradcam/ILSVRC2012_val_00020887_GroundTruth_hatchet_hammer_41.png,wrong_gradcam/ILSVRC2012_val_00020887_WrongPred_hatchet_hammer_41.png,0.4096402
wrong_gradcam/ILSVRC2012_val_00012745_GroundTruth_hatchet_EntleBucher_53.png,wrong_gradcam/ILSVRC2012_val_00012745_WrongPred_hatchet_EntleBucher_53.png,0.5317518
wrong_gradcam/ILSVRC2012_val_00009028_GroundTruth_hatchet_carpenter's_kit_15.png,wrong_gradcam/ILSVRC2012_val_00009028_WrongPred_hatchet_carpenter's_kit_15.png,0.1485196
wrong_gradcam/ILSVRC2012_val_00049487_GroundTruth_throne_prison_12.png,wrong_gradcam/ILSVRC2012_val_00049487_WrongPred_throne_prison_12.png,0.118422255
wrong_gradcam/ILSVRC2012_val_00046304_GroundTruth_throne_barber_chair_14.png,wrong_gradcam/ILSVRC2012_val_00046304_WrongPred_throne_barber_chair_14.png,0.14145511
wrong_gradcam/ILSVRC2012_val_00045844_GroundTruth_throne_church_49.png,wrong_gradcam/ILSVRC2012_val_00045844_WrongPred_throne_church_49.png,0.49093333
wrong_gradcam/ILSVRC2012_val_00043870_GroundTruth_throne_monastery_30.png,wrong_gradcam/ILSVRC2012_val_00043870_WrongPred_throne_monastery_30.png,0.304021
wrong_gradcam/ILSVRC2012_val_00041720_GroundTruth_throne_quilt_11.png,wrong_gradcam/ILSVRC2012_val_00041720_WrongPred_throne_quilt_11.png,0.113797754
wrong_gradcam/ILSVRC2012_val_00034381_GroundTruth_throne_barber_chair_39.png,wrong_gradcam/ILSVRC2012_val_00034381_WrongPred_throne_barber_chair_39.png,0.39113885
