True_Path,Wrong_Path,Confidence,Sim,C_PERPLEXITY
wrong_gradcam/ILSVRC2012_val_00006093_GroundTruth_otterhound_Lakeland_terrier_27.png,wrong_gradcam/ILSVRC2012_val_00006093_WrongPred_otterhound_Lakeland_terrier_27.png,0.26910582,127.30332,3.857320641
wrong_gradcam/ILSVRC2012_val_00004684_GroundTruth_otterhound_komondor_64.png,wrong_gradcam/ILSVRC2012_val_00004684_WrongPred_otterhound_komondor_64.png,0.64170676,173.14943,2.435240795
wrong_gradcam/ILSVRC2012_val_00002397_GroundTruth_otterhound_Airedale_34.png,wrong_gradcam/ILSVRC2012_val_00002397_WrongPred_otterhound_Airedale_34.png,0.33848703,95.706825,2.908896861
wrong_gradcam/ILSVRC2012_val_00041092_GroundTruth_Mexican_hairless_Italian_greyhound_34.png,wrong_gradcam/ILSVRC2012_val_00041092_WrongPred_Mexican_hairless_Italian_greyhound_34.png,0.33791414,132.37881,2.377036004
wrong_gradcam/ILSVRC2012_val_00031864_GroundTruth_Mexican_hairless_hog_56.png,wrong_gradcam/ILSVRC2012_val_00031864_WrongPred_Mexican_hairless_hog_56.png,0.56126887,161.18321,2.113452517
wrong_gradcam/ILSVRC2012_val_00018055_GroundTruth_Mexican_hairless_Staffordshire_bullterrier_95.png,wrong_gradcam/ILSVRC2012_val_00018055_WrongPred_Mexican_hairless_Staffordshire_bullterrier_95.png,0.94840336,119.08647,2.332686777
wrong_gradcam/ILSVRC2012_val_00008137_GroundTruth_Mexican_hairless_curly-coated_retriever_23.png,wrong_gradcam/ILSVRC2012_val_00008137_WrongPred_Mexican_hairless_curly-coated_retriever_23.png,0.2318206,194.43907,6.690633083
wrong_gradcam/ILSVRC2012_val_00049243_GroundTruth_space_bar_typewriter_keyboard_91.png,wrong_gradcam/ILSVRC2012_val_00049243_WrongPred_space_bar_typewriter_keyboard_91.png,0.909118,158.76625,1.316601109
wrong_gradcam/ILSVRC2012_val_00047506_GroundTruth_space_bar_notebook_86.png,wrong_gradcam/ILSVRC2012_val_00047506_WrongPred_space_bar_notebook_86.png,0.8617883,179.22011,4.541529829
wrong_gradcam/ILSVRC2012_val_00045073_GroundTruth_space_bar_notebook_66.png,wrong_gradcam/ILSVRC2012_val_00045073_WrongPred_space_bar_notebook_66.png,0.6631597,168.54639,2.490911353
wrong_gradcam/ILSVRC2012_val_00044098_GroundTruth_space_bar_joystick_17.png,wrong_gradcam/ILSVRC2012_val_00044098_WrongPred_space_bar_joystick_17.png,0.1726826,148.61107,7.518714108
wrong_gradcam/ILSVRC2012_val_00043621_GroundTruth_space_bar_typewriter_keyboard_57.png,wrong_gradcam/ILSVRC2012_val_00043621_WrongPred_space_bar_typewriter_keyboard_57.png,0.568385,625.0586,2.271693004
wrong_gradcam/ILSVRC2012_val_00043429_GroundTruth_space_bar_computer_keyboard_87.png,wrong_gradcam/ILSVRC2012_val_00043429_WrongPred_space_bar_computer_keyboard_87.png,0.8700288,183.22177,2.067152109
wrong_gradcam/ILSVRC2012_val_00039462_GroundTruth_space_bar_typewriter_keyboard_54.png,wrong_gradcam/ILSVRC2012_val_00039462_WrongPred_space_bar_typewriter_keyboard_54.png,0.5364994,148.21057,3.023737121
wrong_gradcam/ILSVRC2012_val_00032326_GroundTruth_space_bar_typewriter_keyboard_53.png,wrong_gradcam/ILSVRC2012_val_00032326_WrongPred_space_bar_typewriter_keyboard_53.png,0.53302085,176.38887,2.83472634
wrong_gradcam/ILSVRC2012_val_00031902_GroundTruth_space_bar_computer_keyboard_40.png,wrong_gradcam/ILSVRC2012_val_00031902_WrongPred_space_bar_computer_keyboard_40.png,0.40489233,122.578316,2.63469097
wrong_gradcam/ILSVRC2012_val_00030393_GroundTruth_space_bar_computer_keyboard_66.png,wrong_gradcam/ILSVRC2012_val_00030393_WrongPred_space_bar_computer_keyboard_66.png,0.65916514,236.47458,2.831319064
wrong_gradcam/ILSVRC2012_val_00029531_GroundTruth_space_bar_computer_keyboard_89.png,wrong_gradcam/ILSVRC2012_val_00029531_WrongPred_space_bar_computer_keyboard_89.png,0.89332086,109.94298,2.678099347
wrong_gradcam/ILSVRC2012_val_00027171_GroundTruth_space_bar_computer_keyboard_84.png,wrong_gradcam/ILSVRC2012_val_00027171_WrongPred_space_bar_computer_keyboard_84.png,0.8414063,152.97417,4.632801144
wrong_gradcam/ILSVRC2012_val_00026369_GroundTruth_space_bar_computer_keyboard_43.png,wrong_gradcam/ILSVRC2012_val_00026369_WrongPred_space_bar_computer_keyboard_43.png,0.42703485,140.5536,2.165441521
wrong_gradcam/ILSVRC2012_val_00025138_GroundTruth_space_bar_iPod_70.png,wrong_gradcam/ILSVRC2012_val_00025138_WrongPred_space_bar_iPod_70.png,0.69907665,146.533,2.101494261
wrong_gradcam/ILSVRC2012_val_00024899_GroundTruth_space_bar_computer_keyboard_17.png,wrong_gradcam/ILSVRC2012_val_00024899_WrongPred_space_bar_computer_keyboard_17.png,0.172726,123.203575,4.254826974
wrong_gradcam/ILSVRC2012_val_00024474_GroundTruth_space_bar_computer_keyboard_52.png,wrong_gradcam/ILSVRC2012_val_00024474_WrongPred_space_bar_computer_keyboard_52.png,0.5166354,190.99051,2.090601038
wrong_gradcam/ILSVRC2012_val_00022053_GroundTruth_space_bar_computer_keyboard_46.png,wrong_gradcam/ILSVRC2012_val_00022053_WrongPred_space_bar_computer_keyboard_46.png,0.46306568,125.80623,1.832616933
wrong_gradcam/ILSVRC2012_val_00020036_GroundTruth_space_bar_computer_keyboard_64.png,wrong_gradcam/ILSVRC2012_val_00020036_WrongPred_space_bar_computer_keyboard_64.png,0.63995266,112.063866,3.540770523
wrong_gradcam/ILSVRC2012_val_00019350_GroundTruth_space_bar_computer_keyboard_47.png,wrong_gradcam/ILSVRC2012_val_00019350_WrongPred_space_bar_computer_keyboard_47.png,0.47383168,144.34773,3.382340124
wrong_gradcam/ILSVRC2012_val_00018157_GroundTruth_space_bar_computer_keyboard_63.png,wrong_gradcam/ILSVRC2012_val_00018157_WrongPred_space_bar_computer_keyboard_63.png,0.63320667,133.87932,1.709014528
wrong_gradcam/ILSVRC2012_val_00016803_GroundTruth_space_bar_notebook_59.png,wrong_gradcam/ILSVRC2012_val_00016803_WrongPred_space_bar_notebook_59.png,0.5931535,156.45473,2.279345803
wrong_gradcam/ILSVRC2012_val_00014491_GroundTruth_space_bar_computer_keyboard_70.png,wrong_gradcam/ILSVRC2012_val_00014491_WrongPred_space_bar_computer_keyboard_70.png,0.7028484,174.03996,2.798072752
wrong_gradcam/ILSVRC2012_val_00014122_GroundTruth_space_bar_computer_keyboard_78.png,wrong_gradcam/ILSVRC2012_val_00014122_WrongPred_space_bar_computer_keyboard_78.png,0.77605313,173.67517,1.939252596
wrong_gradcam/ILSVRC2012_val_00010159_GroundTruth_space_bar_computer_keyboard_80.png,wrong_gradcam/ILSVRC2012_val_00010159_WrongPred_space_bar_computer_keyboard_80.png,0.8035431,142.55545,8.017263385
wrong_gradcam/ILSVRC2012_val_00006994_GroundTruth_space_bar_typewriter_keyboard_64.png,wrong_gradcam/ILSVRC2012_val_00006994_WrongPred_space_bar_typewriter_keyboard_64.png,0.6370497,357.98846,1.660298086
wrong_gradcam/ILSVRC2012_val_00006598_GroundTruth_space_bar_desktop_computer_93.png,wrong_gradcam/ILSVRC2012_val_00006598_WrongPred_space_bar_desktop_computer_93.png,0.9333,145.9899,6.233474179
wrong_gradcam/ILSVRC2012_val_00002607_GroundTruth_space_bar_desk_70.png,wrong_gradcam/ILSVRC2012_val_00002607_WrongPred_space_bar_desk_70.png,0.7022564,152.45921,4.047110285
wrong_gradcam/ILSVRC2012_val_00049089_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_74.png,wrong_gradcam/ILSVRC2012_val_00049089_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_74.png,0.74217355,140.13393,2.045729192
wrong_gradcam/ILSVRC2012_val_00048639_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_45.png,wrong_gradcam/ILSVRC2012_val_00048639_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_45.png,0.44826624,97.64519,3.488712526
wrong_gradcam/ILSVRC2012_val_00041762_GroundTruth_wire-haired_fox_terrier_bib_27.png,wrong_gradcam/ILSVRC2012_val_00041762_WrongPred_wire-haired_fox_terrier_bib_27.png,0.2721353,95.69147,9.175137091
wrong_gradcam/ILSVRC2012_val_00037195_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_74.png,wrong_gradcam/ILSVRC2012_val_00037195_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_74.png,0.74173903,147.26416,1.442101262
wrong_gradcam/ILSVRC2012_val_00035680_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_84.png,wrong_gradcam/ILSVRC2012_val_00035680_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_84.png,0.8380054,172.42302,2.778919874
wrong_gradcam/ILSVRC2012_val_00032581_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_57.png,wrong_gradcam/ILSVRC2012_val_00032581_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_57.png,0.5744977,122.40833,2.685931263
wrong_gradcam/ILSVRC2012_val_00027245_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_48.png,wrong_gradcam/ILSVRC2012_val_00027245_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_48.png,0.47909963,84.73795,5.337525368
wrong_gradcam/ILSVRC2012_val_00022363_GroundTruth_wire-haired_fox_terrier_Airedale_37.png,wrong_gradcam/ILSVRC2012_val_00022363_WrongPred_wire-haired_fox_terrier_Airedale_37.png,0.37212032,157.76259,2.103956596
wrong_gradcam/ILSVRC2012_val_00016508_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_49.png,wrong_gradcam/ILSVRC2012_val_00016508_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_49.png,0.49388558,137.46765,2.722550462
wrong_gradcam/ILSVRC2012_val_00012471_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_46.png,wrong_gradcam/ILSVRC2012_val_00012471_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_46.png,0.4595736,96.12638,3.045009468
wrong_gradcam/ILSVRC2012_val_00010722_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_56.png,wrong_gradcam/ILSVRC2012_val_00010722_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_56.png,0.5626146,119.18092,1.720798203
wrong_gradcam/ILSVRC2012_val_00005900_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_41.png,wrong_gradcam/ILSVRC2012_val_00005900_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_41.png,0.4096965,116.391945,2.024720365
wrong_gradcam/ILSVRC2012_val_00005331_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_88.png,wrong_gradcam/ILSVRC2012_val_00005331_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_88.png,0.87513554,154.78902,2.221890593
wrong_gradcam/ILSVRC2012_val_00035902_GroundTruth_jackfruit_grocery_store_59.png,wrong_gradcam/ILSVRC2012_val_00035902_WrongPred_jackfruit_grocery_store_59.png,0.58793133,156.60957,3.455259195
wrong_gradcam/ILSVRC2012_val_00047079_GroundTruth_whiskey_jug_perfume_49.png,wrong_gradcam/ILSVRC2012_val_00047079_WrongPred_whiskey_jug_perfume_49.png,0.49306092,257.95728,6.154757416
wrong_gradcam/ILSVRC2012_val_00045681_GroundTruth_whiskey_jug_pitcher_39.png,wrong_gradcam/ILSVRC2012_val_00045681_WrongPred_whiskey_jug_pitcher_39.png,0.38881287,399.33127,2.317680191
wrong_gradcam/ILSVRC2012_val_00044293_GroundTruth_whiskey_jug_eggnog_41.png,wrong_gradcam/ILSVRC2012_val_00044293_WrongPred_whiskey_jug_eggnog_41.png,0.40914583,151.43484,3.01538245
wrong_gradcam/ILSVRC2012_val_00041658_GroundTruth_whiskey_jug_espresso_20.png,wrong_gradcam/ILSVRC2012_val_00041658_WrongPred_whiskey_jug_espresso_20.png,0.19960624,130.98944,6.336597859
wrong_gradcam/ILSVRC2012_val_00038095_GroundTruth_whiskey_jug_coffee_mug_90.png,wrong_gradcam/ILSVRC2012_val_00038095_WrongPred_whiskey_jug_coffee_mug_90.png,0.8952177,201.35399,1.657302039
wrong_gradcam/ILSVRC2012_val_00037142_GroundTruth_whiskey_jug_barrel_12.png,wrong_gradcam/ILSVRC2012_val_00037142_WrongPred_whiskey_jug_barrel_12.png,0.11566923,151.32988,2.809606873
wrong_gradcam/ILSVRC2012_val_00033173_GroundTruth_whiskey_jug_medicine_chest_81.png,wrong_gradcam/ILSVRC2012_val_00033173_WrongPred_whiskey_jug_medicine_chest_81.png,0.80838674,226.64333,1.904458005
wrong_gradcam/ILSVRC2012_val_00031287_GroundTruth_whiskey_jug_perfume_27.png,wrong_gradcam/ILSVRC2012_val_00031287_WrongPred_whiskey_jug_perfume_27.png,0.26849544,91.14752,12.11483698
wrong_gradcam/ILSVRC2012_val_00030522_GroundTruth_whiskey_jug_coffee_mug_27.png,wrong_gradcam/ILSVRC2012_val_00030522_WrongPred_whiskey_jug_coffee_mug_27.png,0.26854777,106.06405,3.468545729
wrong_gradcam/ILSVRC2012_val_00029060_GroundTruth_whiskey_jug_quill_17.png,wrong_gradcam/ILSVRC2012_val_00029060_WrongPred_whiskey_jug_quill_17.png,0.1723989,78.023285,8.35874892
wrong_gradcam/ILSVRC2012_val_00014224_GroundTruth_whiskey_jug_teapot_76.png,wrong_gradcam/ILSVRC2012_val_00014224_WrongPred_whiskey_jug_teapot_76.png,0.7610548,399.16345,2.254155262
wrong_gradcam/ILSVRC2012_val_00008020_GroundTruth_whiskey_jug_water_jug_24.png,wrong_gradcam/ILSVRC2012_val_00008020_WrongPred_whiskey_jug_water_jug_24.png,0.2395789,125.291115,4.816371201
wrong_gradcam/ILSVRC2012_val_00007489_GroundTruth_whiskey_jug_wine_bottle_36.png,wrong_gradcam/ILSVRC2012_val_00007489_WrongPred_whiskey_jug_wine_bottle_36.png,0.35603845,187.16731,5.862481739
wrong_gradcam/ILSVRC2012_val_00005933_GroundTruth_whiskey_jug_pitcher_68.png,wrong_gradcam/ILSVRC2012_val_00005933_WrongPred_whiskey_jug_pitcher_68.png,0.68087673,222.28891,1.931361898
wrong_gradcam/ILSVRC2012_val_00005104_GroundTruth_whiskey_jug_restaurant_28.png,wrong_gradcam/ILSVRC2012_val_00005104_WrongPred_whiskey_jug_restaurant_28.png,0.2786242,150.95622,12.80866065
wrong_gradcam/ILSVRC2012_val_00003972_GroundTruth_whiskey_jug_china_cabinet_42.png,wrong_gradcam/ILSVRC2012_val_00003972_WrongPred_whiskey_jug_china_cabinet_42.png,0.4170195,142.70511,2.604230331
wrong_gradcam/ILSVRC2012_val_00049577_GroundTruth_rock_beauty_eel_76.png,wrong_gradcam/ILSVRC2012_val_00049577_WrongPred_rock_beauty_eel_76.png,0.76332337,362.32162,1.719056467
wrong_gradcam/ILSVRC2012_val_00046491_GroundTruth_rock_beauty_conch_11.png,wrong_gradcam/ILSVRC2012_val_00046491_WrongPred_rock_beauty_conch_11.png,0.110949,196.97723,6.967930208
wrong_gradcam/ILSVRC2012_val_00030635_GroundTruth_rock_beauty_slug_7.png,wrong_gradcam/ILSVRC2012_val_00030635_WrongPred_rock_beauty_slug_7.png,0.07166676,67.827194,5.616262038
wrong_gradcam/ILSVRC2012_val_00000124_GroundTruth_rock_beauty_sea_slug_69.png,wrong_gradcam/ILSVRC2012_val_00000124_WrongPred_rock_beauty_sea_slug_69.png,0.69453984,292.46304,2.102408123
wrong_gradcam/ILSVRC2012_val_00049440_GroundTruth_rock_crab_king_crab_71.png,wrong_gradcam/ILSVRC2012_val_00049440_WrongPred_rock_crab_king_crab_71.png,0.71105,155.65459,1.578963159
wrong_gradcam/ILSVRC2012_val_00048052_GroundTruth_rock_crab_hermit_crab_94.png,wrong_gradcam/ILSVRC2012_val_00048052_WrongPred_rock_crab_hermit_crab_94.png,0.93589705,217.7653,2.61182794
wrong_gradcam/ILSVRC2012_val_00047416_GroundTruth_rock_crab_Dungeness_crab_79.png,wrong_gradcam/ILSVRC2012_val_00047416_WrongPred_rock_crab_Dungeness_crab_79.png,0.7869655,171.05478,3.834936961
wrong_gradcam/ILSVRC2012_val_00031923_GroundTruth_rock_crab_fiddler_crab_44.png,wrong_gradcam/ILSVRC2012_val_00031923_WrongPred_rock_crab_fiddler_crab_44.png,0.4357063,104.56003,2.371930837
wrong_gradcam/ILSVRC2012_val_00029812_GroundTruth_rock_crab_Dungeness_crab_38.png,wrong_gradcam/ILSVRC2012_val_00029812_WrongPred_rock_crab_Dungeness_crab_38.png,0.37867588,102.326385,3.520112452
wrong_gradcam/ILSVRC2012_val_00026378_GroundTruth_rock_crab_hermit_crab_92.png,wrong_gradcam/ILSVRC2012_val_00026378_WrongPred_rock_crab_hermit_crab_92.png,0.92123204,171.5654,2.154911473
wrong_gradcam/ILSVRC2012_val_00026314_GroundTruth_rock_crab_hermit_crab_44.png,wrong_gradcam/ILSVRC2012_val_00026314_WrongPred_rock_crab_hermit_crab_44.png,0.4424263,124.36228,3.066237628
wrong_gradcam/ILSVRC2012_val_00024557_GroundTruth_rock_crab_hermit_crab_99.png,wrong_gradcam/ILSVRC2012_val_00024557_WrongPred_rock_crab_hermit_crab_99.png,0.9929228,195.4752,2.281671744
wrong_gradcam/ILSVRC2012_val_00023840_GroundTruth_rock_crab_crayfish_74.png,wrong_gradcam/ILSVRC2012_val_00023840_WrongPred_rock_crab_crayfish_74.png,0.7351288,145.16492,6.425952087
wrong_gradcam/ILSVRC2012_val_00021385_GroundTruth_rock_crab_snail_25.png,wrong_gradcam/ILSVRC2012_val_00021385_WrongPred_rock_crab_snail_25.png,0.24967222,175.95415,4.936354309
wrong_gradcam/ILSVRC2012_val_00021378_GroundTruth_rock_crab_crayfish_94.png,wrong_gradcam/ILSVRC2012_val_00021378_WrongPred_rock_crab_crayfish_94.png,0.9356587,184.72621,2.431012825
wrong_gradcam/ILSVRC2012_val_00014921_GroundTruth_rock_crab_bolete_24.png,wrong_gradcam/ILSVRC2012_val_00014921_WrongPred_rock_crab_bolete_24.png,0.23946975,107.36006,5.85244288
wrong_gradcam/ILSVRC2012_val_00013423_GroundTruth_rock_crab_fiddler_crab_41.png,wrong_gradcam/ILSVRC2012_val_00013423_WrongPred_rock_crab_fiddler_crab_41.png,0.4056255,105.2604,2.02445526
wrong_gradcam/ILSVRC2012_val_00011585_GroundTruth_rock_crab_Dungeness_crab_52.png,wrong_gradcam/ILSVRC2012_val_00011585_WrongPred_rock_crab_Dungeness_crab_52.png,0.5201812,141.03526,2.125606823
wrong_gradcam/ILSVRC2012_val_00009697_GroundTruth_rock_crab_common_iguana_96.png,wrong_gradcam/ILSVRC2012_val_00009697_WrongPred_rock_crab_common_iguana_96.png,0.96112996,150.71494,1.644866172
wrong_gradcam/ILSVRC2012_val_00004254_GroundTruth_rock_crab_hermit_crab_96.png,wrong_gradcam/ILSVRC2012_val_00004254_WrongPred_rock_crab_hermit_crab_96.png,0.9580092,133.40193,2.511061032
wrong_gradcam/ILSVRC2012_val_00003705_GroundTruth_rock_crab_tench_26.png,wrong_gradcam/ILSVRC2012_val_00003705_WrongPred_rock_crab_tench_26.png,0.26490003,87.99445,15.92385252
wrong_gradcam/ILSVRC2012_val_00049970_GroundTruth_book_jacket_comic_book_99.png,wrong_gradcam/ILSVRC2012_val_00049970_WrongPred_book_jacket_comic_book_99.png,0.9907851,275.09592,1.137625675
wrong_gradcam/ILSVRC2012_val_00047159_GroundTruth_book_jacket_packet_21.png,wrong_gradcam/ILSVRC2012_val_00047159_WrongPred_book_jacket_packet_21.png,0.20533882,140.74983,4.110760545
wrong_gradcam/ILSVRC2012_val_00046363_GroundTruth_book_jacket_menu_69.png,wrong_gradcam/ILSVRC2012_val_00046363_WrongPred_book_jacket_menu_69.png,0.6856992,235.43852,7.623787205
wrong_gradcam/ILSVRC2012_val_00038591_GroundTruth_book_jacket_web_site_54.png,wrong_gradcam/ILSVRC2012_val_00038591_WrongPred_book_jacket_web_site_54.png,0.53507316,184.88057,7.508237679
wrong_gradcam/ILSVRC2012_val_00036093_GroundTruth_book_jacket_bakery_25.png,wrong_gradcam/ILSVRC2012_val_00036093_WrongPred_book_jacket_bakery_25.png,0.24989434,198.84511,3.929990701
wrong_gradcam/ILSVRC2012_val_00032814_GroundTruth_book_jacket_packet_18.png,wrong_gradcam/ILSVRC2012_val_00032814_WrongPred_book_jacket_packet_18.png,0.18192321,115.74389,4.651869466
wrong_gradcam/ILSVRC2012_val_00030046_GroundTruth_book_jacket_doormat_49.png,wrong_gradcam/ILSVRC2012_val_00030046_WrongPred_book_jacket_doormat_49.png,0.48641476,218.6175,6.19177694
wrong_gradcam/ILSVRC2012_val_00027903_GroundTruth_book_jacket_comic_book_90.png,wrong_gradcam/ILSVRC2012_val_00027903_WrongPred_book_jacket_comic_book_90.png,0.898556,249.90182,1.22763243
wrong_gradcam/ILSVRC2012_val_00027356_GroundTruth_book_jacket_tick_47.png,wrong_gradcam/ILSVRC2012_val_00027356_WrongPred_book_jacket_tick_47.png,0.4669057,187.0894,2.528623197
wrong_gradcam/ILSVRC2012_val_00025515_GroundTruth_book_jacket_comic_book_55.png,wrong_gradcam/ILSVRC2012_val_00025515_WrongPred_book_jacket_comic_book_55.png,0.5487649,199.09271,2.729693105
wrong_gradcam/ILSVRC2012_val_00019892_GroundTruth_book_jacket_packet_52.png,wrong_gradcam/ILSVRC2012_val_00019892_WrongPred_book_jacket_packet_52.png,0.5199036,192.22168,3.997756926
wrong_gradcam/ILSVRC2012_val_00019890_GroundTruth_book_jacket_envelope_18.png,wrong_gradcam/ILSVRC2012_val_00019890_WrongPred_book_jacket_envelope_18.png,0.17540987,199.10881,4.83667822
wrong_gradcam/ILSVRC2012_val_00014629_GroundTruth_book_jacket_comic_book_51.png,wrong_gradcam/ILSVRC2012_val_00014629_WrongPred_book_jacket_comic_book_51.png,0.5095343,198.80537,5.493886565
wrong_gradcam/ILSVRC2012_val_00013850_GroundTruth_book_jacket_packet_83.png,wrong_gradcam/ILSVRC2012_val_00013850_WrongPred_book_jacket_packet_83.png,0.82933015,202.51073,2.856591795
wrong_gradcam/ILSVRC2012_val_00013139_GroundTruth_book_jacket_packet_52.png,wrong_gradcam/ILSVRC2012_val_00013139_WrongPred_book_jacket_packet_52.png,0.5186307,149.63586,2.108164026
wrong_gradcam/ILSVRC2012_val_00010338_GroundTruth_book_jacket_menu_38.png,wrong_gradcam/ILSVRC2012_val_00010338_WrongPred_book_jacket_menu_38.png,0.37903035,195.06453,1.742147995
wrong_gradcam/ILSVRC2012_val_00008799_GroundTruth_book_jacket_flute_83.png,wrong_gradcam/ILSVRC2012_val_00008799_WrongPred_book_jacket_flute_83.png,0.83209956,182.90694,1.45592839
wrong_gradcam/ILSVRC2012_val_00003594_GroundTruth_book_jacket_bookcase_52.png,wrong_gradcam/ILSVRC2012_val_00003594_WrongPred_book_jacket_bookcase_52.png,0.5201394,232.52182,4.634326354
wrong_gradcam/ILSVRC2012_val_00047673_GroundTruth_hatchet_pedestal_98.png,wrong_gradcam/ILSVRC2012_val_00047673_WrongPred_hatchet_pedestal_98.png,0.98315984,186.23436,15.72574459
wrong_gradcam/ILSVRC2012_val_00047210_GroundTruth_hatchet_bonnet_40.png,wrong_gradcam/ILSVRC2012_val_00047210_WrongPred_hatchet_bonnet_40.png,0.39953217,116.238434,7.120867977
wrong_gradcam/ILSVRC2012_val_00042039_GroundTruth_hatchet_totem_pole_33.png,wrong_gradcam/ILSVRC2012_val_00042039_WrongPred_hatchet_totem_pole_33.png,0.3255964,135.48071,6.283902863
wrong_gradcam/ILSVRC2012_val_00041471_GroundTruth_hatchet_shovel_21.png,wrong_gradcam/ILSVRC2012_val_00041471_WrongPred_hatchet_shovel_21.png,0.21097988,128.3793,8.820062413
wrong_gradcam/ILSVRC2012_val_00040559_GroundTruth_hatchet_shovel_15.png,wrong_gradcam/ILSVRC2012_val_00040559_WrongPred_hatchet_shovel_15.png,0.15189633,125.63226,8.639736536
wrong_gradcam/ILSVRC2012_val_00033954_GroundTruth_hatchet_loggerhead_24.png,wrong_gradcam/ILSVRC2012_val_00033954_WrongPred_hatchet_loggerhead_24.png,0.24263471,169.5501,10.97467308
wrong_gradcam/ILSVRC2012_val_00032228_GroundTruth_hatchet_cleaver_87.png,wrong_gradcam/ILSVRC2012_val_00032228_WrongPred_hatchet_cleaver_87.png,0.8676463,176.58197,4.420762237
wrong_gradcam/ILSVRC2012_val_00031367_GroundTruth_hatchet_hammer_88.png,wrong_gradcam/ILSVRC2012_val_00031367_WrongPred_hatchet_hammer_88.png,0.8782198,159.0582,1.961199106
