True_Path,Wrong_Path,Confidence,Dis,C_PERPLEXITY
wrong_gradcam/ILSVRC2012_val_00002397_GroundTruth_otterhound_Airedale_34.png,wrong_gradcam/ILSVRC2012_val_00002397_WrongPred_otterhound_Airedale_34.png,0.33848703,100.163155,2.908896861
wrong_gradcam/ILSVRC2012_val_00041092_GroundTruth_Mexican_hairless_Italian_greyhound_34.png,wrong_gradcam/ILSVRC2012_val_00041092_WrongPred_Mexican_hairless_Italian_greyhound_34.png,0.33791414,142.6819,2.377036004
wrong_gradcam/ILSVRC2012_val_00031864_GroundTruth_Mexican_hairless_hog_56.png,wrong_gradcam/ILSVRC2012_val_00031864_WrongPred_Mexican_hairless_hog_56.png,0.56126887,165.19554,2.113452517
wrong_gradcam/ILSVRC2012_val_00018055_GroundTruth_Mexican_hairless_Staffordshire_bullterrier_95.png,wrong_gradcam/ILSVRC2012_val_00018055_WrongPred_Mexican_hairless_Staffordshire_bullterrier_95.png,0.94840336,122.82348,2.332686777
wrong_gradcam/ILSVRC2012_val_00008137_GroundTruth_Mexican_hairless_curly-coated_retriever_23.png,wrong_gradcam/ILSVRC2012_val_00008137_WrongPred_Mexican_hairless_curly-coated_retriever_23.png,0.2318206,199.96892,6.690633083
wrong_gradcam/ILSVRC2012_val_00049243_GroundTruth_space_bar_typewriter_keyboard_91.png,wrong_gradcam/ILSVRC2012_val_00049243_WrongPred_space_bar_typewriter_keyboard_91.png,0.909118,161.37567,1.316601109
wrong_gradcam/ILSVRC2012_val_00047506_GroundTruth_space_bar_notebook_86.png,wrong_gradcam/ILSVRC2012_val_00047506_WrongPred_space_bar_notebook_86.png,0.8617883,179.89685,4.541529829
wrong_gradcam/ILSVRC2012_val_00045073_GroundTruth_space_bar_notebook_66.png,wrong_gradcam/ILSVRC2012_val_00045073_WrongPred_space_bar_notebook_66.png,0.6631597,169.67755,2.490911353
wrong_gradcam/ILSVRC2012_val_00044098_GroundTruth_space_bar_joystick_17.png,wrong_gradcam/ILSVRC2012_val_00044098_WrongPred_space_bar_joystick_17.png,0.1726826,152.6445,7.518714108
wrong_gradcam/ILSVRC2012_val_00043621_GroundTruth_space_bar_typewriter_keyboard_57.png,wrong_gradcam/ILSVRC2012_val_00043621_WrongPred_space_bar_typewriter_keyboard_57.png,0.568385,678.19324,2.271693004
wrong_gradcam/ILSVRC2012_val_00043429_GroundTruth_space_bar_computer_keyboard_87.png,wrong_gradcam/ILSVRC2012_val_00043429_WrongPred_space_bar_computer_keyboard_87.png,0.8700288,183.58144,2.067152109
wrong_gradcam/ILSVRC2012_val_00039462_GroundTruth_space_bar_typewriter_keyboard_54.png,wrong_gradcam/ILSVRC2012_val_00039462_WrongPred_space_bar_typewriter_keyboard_54.png,0.5364994,159.21043,3.023737121
wrong_gradcam/ILSVRC2012_val_00032326_GroundTruth_space_bar_typewriter_keyboard_53.png,wrong_gradcam/ILSVRC2012_val_00032326_WrongPred_space_bar_typewriter_keyboard_53.png,0.53302085,181.0168,2.83472634
wrong_gradcam/ILSVRC2012_val_00031902_GroundTruth_space_bar_computer_keyboard_40.png,wrong_gradcam/ILSVRC2012_val_00031902_WrongPred_space_bar_computer_keyboard_40.png,0.40489233,125.712906,2.63469097
wrong_gradcam/ILSVRC2012_val_00030393_GroundTruth_space_bar_computer_keyboard_66.png,wrong_gradcam/ILSVRC2012_val_00030393_WrongPred_space_bar_computer_keyboard_66.png,0.65916514,247.71802,2.831319064
wrong_gradcam/ILSVRC2012_val_00029531_GroundTruth_space_bar_computer_keyboard_89.png,wrong_gradcam/ILSVRC2012_val_00029531_WrongPred_space_bar_computer_keyboard_89.png,0.89332086,110.24094,2.678099347
wrong_gradcam/ILSVRC2012_val_00027171_GroundTruth_space_bar_computer_keyboard_84.png,wrong_gradcam/ILSVRC2012_val_00027171_WrongPred_space_bar_computer_keyboard_84.png,0.8414063,155.89185,4.632801144
wrong_gradcam/ILSVRC2012_val_00026369_GroundTruth_space_bar_computer_keyboard_43.png,wrong_gradcam/ILSVRC2012_val_00026369_WrongPred_space_bar_computer_keyboard_43.png,0.42703485,143.89038,2.165441521
wrong_gradcam/ILSVRC2012_val_00025138_GroundTruth_space_bar_iPod_70.png,wrong_gradcam/ILSVRC2012_val_00025138_WrongPred_space_bar_iPod_70.png,0.69907665,148.92543,2.101494261
wrong_gradcam/ILSVRC2012_val_00024899_GroundTruth_space_bar_computer_keyboard_17.png,wrong_gradcam/ILSVRC2012_val_00024899_WrongPred_space_bar_computer_keyboard_17.png,0.172726,125.37645,4.254826974
wrong_gradcam/ILSVRC2012_val_00024474_GroundTruth_space_bar_computer_keyboard_52.png,wrong_gradcam/ILSVRC2012_val_00024474_WrongPred_space_bar_computer_keyboard_52.png,0.5166354,203.81221,2.090601038
wrong_gradcam/ILSVRC2012_val_00022053_GroundTruth_space_bar_computer_keyboard_46.png,wrong_gradcam/ILSVRC2012_val_00022053_WrongPred_space_bar_computer_keyboard_46.png,0.46306568,132.57469,1.832616933
wrong_gradcam/ILSVRC2012_val_00020036_GroundTruth_space_bar_computer_keyboard_64.png,wrong_gradcam/ILSVRC2012_val_00020036_WrongPred_space_bar_computer_keyboard_64.png,0.63995266,115.58035,3.540770523
wrong_gradcam/ILSVRC2012_val_00019350_GroundTruth_space_bar_computer_keyboard_47.png,wrong_gradcam/ILSVRC2012_val_00019350_WrongPred_space_bar_computer_keyboard_47.png,0.47383168,149.40974,3.382340124
wrong_gradcam/ILSVRC2012_val_00018157_GroundTruth_space_bar_computer_keyboard_63.png,wrong_gradcam/ILSVRC2012_val_00018157_WrongPred_space_bar_computer_keyboard_63.png,0.63320667,138.85231,1.709014528
wrong_gradcam/ILSVRC2012_val_00016803_GroundTruth_space_bar_notebook_59.png,wrong_gradcam/ILSVRC2012_val_00016803_WrongPred_space_bar_notebook_59.png,0.5931535,161.15306,2.279345803
wrong_gradcam/ILSVRC2012_val_00014491_GroundTruth_space_bar_computer_keyboard_70.png,wrong_gradcam/ILSVRC2012_val_00014491_WrongPred_space_bar_computer_keyboard_70.png,0.7028484,177.84586,2.798072752
wrong_gradcam/ILSVRC2012_val_00014122_GroundTruth_space_bar_computer_keyboard_78.png,wrong_gradcam/ILSVRC2012_val_00014122_WrongPred_space_bar_computer_keyboard_78.png,0.77605313,176.9833,1.939252596
wrong_gradcam/ILSVRC2012_val_00010159_GroundTruth_space_bar_computer_keyboard_80.png,wrong_gradcam/ILSVRC2012_val_00010159_WrongPred_space_bar_computer_keyboard_80.png,0.8035431,145.92206,8.017263385
wrong_gradcam/ILSVRC2012_val_00006994_GroundTruth_space_bar_typewriter_keyboard_64.png,wrong_gradcam/ILSVRC2012_val_00006994_WrongPred_space_bar_typewriter_keyboard_64.png,0.6370497,369.37192,1.660298086
wrong_gradcam/ILSVRC2012_val_00006598_GroundTruth_space_bar_desktop_computer_93.png,wrong_gradcam/ILSVRC2012_val_00006598_WrongPred_space_bar_desktop_computer_93.png,0.9333,149.60765,6.233474179
wrong_gradcam/ILSVRC2012_val_00002607_GroundTruth_space_bar_desk_70.png,wrong_gradcam/ILSVRC2012_val_00002607_WrongPred_space_bar_desk_70.png,0.7022564,154.34918,4.047110285
wrong_gradcam/ILSVRC2012_val_00049089_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_74.png,wrong_gradcam/ILSVRC2012_val_00049089_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_74.png,0.74217355,144.2154,2.045729192
wrong_gradcam/ILSVRC2012_val_00048639_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_45.png,wrong_gradcam/ILSVRC2012_val_00048639_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_45.png,0.44826624,101.04799,3.488712526
wrong_gradcam/ILSVRC2012_val_00041762_GroundTruth_wire-haired_fox_terrier_bib_27.png,wrong_gradcam/ILSVRC2012_val_00041762_WrongPred_wire-haired_fox_terrier_bib_27.png,0.2721353,104.48184,9.175137091
wrong_gradcam/ILSVRC2012_val_00037195_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_74.png,wrong_gradcam/ILSVRC2012_val_00037195_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_74.png,0.74173903,151.1148,1.442101262
wrong_gradcam/ILSVRC2012_val_00035680_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_84.png,wrong_gradcam/ILSVRC2012_val_00035680_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_84.png,0.8380054,175.06876,2.778919874
wrong_gradcam/ILSVRC2012_val_00032581_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_57.png,wrong_gradcam/ILSVRC2012_val_00032581_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_57.png,0.5744977,129.12643,2.685931263
wrong_gradcam/ILSVRC2012_val_00027245_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_48.png,wrong_gradcam/ILSVRC2012_val_00027245_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_48.png,0.47909963,88.81034,5.337525368
wrong_gradcam/ILSVRC2012_val_00022363_GroundTruth_wire-haired_fox_terrier_Airedale_37.png,wrong_gradcam/ILSVRC2012_val_00022363_WrongPred_wire-haired_fox_terrier_Airedale_37.png,0.37212032,168.81815,2.103956596
wrong_gradcam/ILSVRC2012_val_00016508_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_49.png,wrong_gradcam/ILSVRC2012_val_00016508_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_49.png,0.49388558,147.69954,2.722550462
wrong_gradcam/ILSVRC2012_val_00012471_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_46.png,wrong_gradcam/ILSVRC2012_val_00012471_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_46.png,0.4595736,102.88111,3.045009468
wrong_gradcam/ILSVRC2012_val_00010722_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_56.png,wrong_gradcam/ILSVRC2012_val_00010722_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_56.png,0.5626146,124.58118,1.720798203
wrong_gradcam/ILSVRC2012_val_00005900_GroundTruth_wire-haired_fox_terrier_Bedlington_terrier_41.png,wrong_gradcam/ILSVRC2012_val_00005900_WrongPred_wire-haired_fox_terrier_Bedlington_terrier_41.png,0.4096965,119.07713,2.024720365
wrong_gradcam/ILSVRC2012_val_00005331_GroundTruth_wire-haired_fox_terrier_Lakeland_terrier_88.png,wrong_gradcam/ILSVRC2012_val_00005331_WrongPred_wire-haired_fox_terrier_Lakeland_terrier_88.png,0.87513554,158.7723,2.221890593
wrong_gradcam/ILSVRC2012_val_00035902_GroundTruth_jackfruit_grocery_store_59.png,wrong_gradcam/ILSVRC2012_val_00035902_WrongPred_jackfruit_grocery_store_59.png,0.58793133,160.22615,3.455259195
wrong_gradcam/ILSVRC2012_val_00047079_GroundTruth_whiskey_jug_perfume_49.png,wrong_gradcam/ILSVRC2012_val_00047079_WrongPred_whiskey_jug_perfume_49.png,0.49306092,260.71378,6.154757416
wrong_gradcam/ILSVRC2012_val_00045681_GroundTruth_whiskey_jug_pitcher_39.png,wrong_gradcam/ILSVRC2012_val_00045681_WrongPred_whiskey_jug_pitcher_39.png,0.38881287,413.71594,2.317680191
wrong_gradcam/ILSVRC2012_val_00044293_GroundTruth_whiskey_jug_eggnog_41.png,wrong_gradcam/ILSVRC2012_val_00044293_WrongPred_whiskey_jug_eggnog_41.png,0.40914583,153.03229,3.01538245
wrong_gradcam/ILSVRC2012_val_00041658_GroundTruth_whiskey_jug_espresso_20.png,wrong_gradcam/ILSVRC2012_val_00041658_WrongPred_whiskey_jug_espresso_20.png,0.19960624,142.52805,6.336597859
wrong_gradcam/ILSVRC2012_val_00038095_GroundTruth_whiskey_jug_coffee_mug_90.png,wrong_gradcam/ILSVRC2012_val_00038095_WrongPred_whiskey_jug_coffee_mug_90.png,0.8952177,204.24742,1.657302039
wrong_gradcam/ILSVRC2012_val_00037142_GroundTruth_whiskey_jug_barrel_12.png,wrong_gradcam/ILSVRC2012_val_00037142_WrongPred_whiskey_jug_barrel_12.png,0.11566923,154.94695,2.809606873
wrong_gradcam/ILSVRC2012_val_00033173_GroundTruth_whiskey_jug_medicine_chest_81.png,wrong_gradcam/ILSVRC2012_val_00033173_WrongPred_whiskey_jug_medicine_chest_81.png,0.80838674,227.51125,1.904458005
wrong_gradcam/ILSVRC2012_val_00031287_GroundTruth_whiskey_jug_perfume_27.png,wrong_gradcam/ILSVRC2012_val_00031287_WrongPred_whiskey_jug_perfume_27.png,0.26849544,93.05376,12.11483698
wrong_gradcam/ILSVRC2012_val_00030522_GroundTruth_whiskey_jug_coffee_mug_27.png,wrong_gradcam/ILSVRC2012_val_00030522_WrongPred_whiskey_jug_coffee_mug_27.png,0.26854777,109.409065,3.468545729
wrong_gradcam/ILSVRC2012_val_00029060_GroundTruth_whiskey_jug_quill_17.png,wrong_gradcam/ILSVRC2012_val_00029060_WrongPred_whiskey_jug_quill_17.png,0.1723989,80.71748,8.35874892
wrong_gradcam/ILSVRC2012_val_00014224_GroundTruth_whiskey_jug_teapot_76.png,wrong_gradcam/ILSVRC2012_val_00014224_WrongPred_whiskey_jug_teapot_76.png,0.7610548,407.57428,2.254155262
wrong_gradcam/ILSVRC2012_val_00008020_GroundTruth_whiskey_jug_water_jug_24.png,wrong_gradcam/ILSVRC2012_val_00008020_WrongPred_whiskey_jug_water_jug_24.png,0.2395789,129.69244,4.816371201
wrong_gradcam/ILSVRC2012_val_00007489_GroundTruth_whiskey_jug_wine_bottle_36.png,wrong_gradcam/ILSVRC2012_val_00007489_WrongPred_whiskey_jug_wine_bottle_36.png,0.35603845,190.72437,5.862481739
wrong_gradcam/ILSVRC2012_val_00005933_GroundTruth_whiskey_jug_pitcher_68.png,wrong_gradcam/ILSVRC2012_val_00005933_WrongPred_whiskey_jug_pitcher_68.png,0.68087673,229.05806,1.931361898
wrong_gradcam/ILSVRC2012_val_00005104_GroundTruth_whiskey_jug_restaurant_28.png,wrong_gradcam/ILSVRC2012_val_00005104_WrongPred_whiskey_jug_restaurant_28.png,0.2786242,152.94772,12.80866065
wrong_gradcam/ILSVRC2012_val_00003972_GroundTruth_whiskey_jug_china_cabinet_42.png,wrong_gradcam/ILSVRC2012_val_00003972_WrongPred_whiskey_jug_china_cabinet_42.png,0.4170195,145.21712,2.604230331
wrong_gradcam/ILSVRC2012_val_00049577_GroundTruth_rock_beauty_eel_76.png,wrong_gradcam/ILSVRC2012_val_00049577_WrongPred_rock_beauty_eel_76.png,0.76332337,367.25208,1.719056467
wrong_gradcam/ILSVRC2012_val_00046491_GroundTruth_rock_beauty_conch_11.png,wrong_gradcam/ILSVRC2012_val_00046491_WrongPred_rock_beauty_conch_11.png,0.110949,223.12463,6.967930208
wrong_gradcam/ILSVRC2012_val_00030635_GroundTruth_rock_beauty_slug_7.png,wrong_gradcam/ILSVRC2012_val_00030635_WrongPred_rock_beauty_slug_7.png,0.07166676,69.503586,5.616262038
wrong_gradcam/ILSVRC2012_val_00000124_GroundTruth_rock_beauty_sea_slug_69.png,wrong_gradcam/ILSVRC2012_val_00000124_WrongPred_rock_beauty_sea_slug_69.png,0.69453984,297.59854,2.102408123
wrong_gradcam/ILSVRC2012_val_00049440_GroundTruth_rock_crab_king_crab_71.png,wrong_gradcam/ILSVRC2012_val_00049440_WrongPred_rock_crab_king_crab_71.png,0.71105,159.40623,1.578963159
wrong_gradcam/ILSVRC2012_val_00048052_GroundTruth_rock_crab_hermit_crab_94.png,wrong_gradcam/ILSVRC2012_val_00048052_WrongPred_rock_crab_hermit_crab_94.png,0.93589705,240.36145,2.61182794
wrong_gradcam/ILSVRC2012_val_00047416_GroundTruth_rock_crab_Dungeness_crab_79.png,wrong_gradcam/ILSVRC2012_val_00047416_WrongPred_rock_crab_Dungeness_crab_79.png,0.7869655,185.5887,3.834936961
wrong_gradcam/ILSVRC2012_val_00031923_GroundTruth_rock_crab_fiddler_crab_44.png,wrong_gradcam/ILSVRC2012_val_00031923_WrongPred_rock_crab_fiddler_crab_44.png,0.4357063,108.947395,2.371930837
wrong_gradcam/ILSVRC2012_val_00029812_GroundTruth_rock_crab_Dungeness_crab_38.png,wrong_gradcam/ILSVRC2012_val_00029812_WrongPred_rock_crab_Dungeness_crab_38.png,0.37867588,104.44997,3.520112452
wrong_gradcam/ILSVRC2012_val_00026378_GroundTruth_rock_crab_hermit_crab_92.png,wrong_gradcam/ILSVRC2012_val_00026378_WrongPred_rock_crab_hermit_crab_92.png,0.92123204,182.23097,2.154911473
wrong_gradcam/ILSVRC2012_val_00026314_GroundTruth_rock_crab_hermit_crab_44.png,wrong_gradcam/ILSVRC2012_val_00026314_WrongPred_rock_crab_hermit_crab_44.png,0.4424263,135.46738,3.066237628
wrong_gradcam/ILSVRC2012_val_00024557_GroundTruth_rock_crab_hermit_crab_99.png,wrong_gradcam/ILSVRC2012_val_00024557_WrongPred_rock_crab_hermit_crab_99.png,0.9929228,195.88263,2.281671744
wrong_gradcam/ILSVRC2012_val_00023840_GroundTruth_rock_crab_crayfish_74.png,wrong_gradcam/ILSVRC2012_val_00023840_WrongPred_rock_crab_crayfish_74.png,0.7351288,151.61996,6.425952087
wrong_gradcam/ILSVRC2012_val_00021385_GroundTruth_rock_crab_snail_25.png,wrong_gradcam/ILSVRC2012_val_00021385_WrongPred_rock_crab_snail_25.png,0.24967222,195.39409,4.936354309
wrong_gradcam/ILSVRC2012_val_00021378_GroundTruth_rock_crab_crayfish_94.png,wrong_gradcam/ILSVRC2012_val_00021378_WrongPred_rock_crab_crayfish_94.png,0.9356587,190.68468,2.431012825
wrong_gradcam/ILSVRC2012_val_00014921_GroundTruth_rock_crab_bolete_24.png,wrong_gradcam/ILSVRC2012_val_00014921_WrongPred_rock_crab_bolete_24.png,0.23946975,110.65722,5.85244288
wrong_gradcam/ILSVRC2012_val_00013423_GroundTruth_rock_crab_fiddler_crab_41.png,wrong_gradcam/ILSVRC2012_val_00013423_WrongPred_rock_crab_fiddler_crab_41.png,0.4056255,114.737305,2.02445526
wrong_gradcam/ILSVRC2012_val_00011585_GroundTruth_rock_crab_Dungeness_crab_52.png,wrong_gradcam/ILSVRC2012_val_00011585_WrongPred_rock_crab_Dungeness_crab_52.png,0.5201812,147.05278,2.125606823
wrong_gradcam/ILSVRC2012_val_00009697_GroundTruth_rock_crab_common_iguana_96.png,wrong_gradcam/ILSVRC2012_val_00009697_WrongPred_rock_crab_common_iguana_96.png,0.96112996,153.58453,1.644866172
wrong_gradcam/ILSVRC2012_val_00004254_GroundTruth_rock_crab_hermit_crab_96.png,wrong_gradcam/ILSVRC2012_val_00004254_WrongPred_rock_crab_hermit_crab_96.png,0.9580092,136.47894,2.511061032
wrong_gradcam/ILSVRC2012_val_00003705_GroundTruth_rock_crab_tench_26.png,wrong_gradcam/ILSVRC2012_val_00003705_WrongPred_rock_crab_tench_26.png,0.26490003,92.04121,15.92385252
wrong_gradcam/ILSVRC2012_val_00049970_GroundTruth_book_jacket_comic_book_99.png,wrong_gradcam/ILSVRC2012_val_00049970_WrongPred_book_jacket_comic_book_99.png,0.9907851,276.85745,1.137625675
wrong_gradcam/ILSVRC2012_val_00047159_GroundTruth_book_jacket_packet_21.png,wrong_gradcam/ILSVRC2012_val_00047159_WrongPred_book_jacket_packet_21.png,0.20533882,144.86859,4.110760545
wrong_gradcam/ILSVRC2012_val_00046363_GroundTruth_book_jacket_menu_69.png,wrong_gradcam/ILSVRC2012_val_00046363_WrongPred_book_jacket_menu_69.png,0.6856992,239.07433,7.623787205
wrong_gradcam/ILSVRC2012_val_00038591_GroundTruth_book_jacket_web_site_54.png,wrong_gradcam/ILSVRC2012_val_00038591_WrongPred_book_jacket_web_site_54.png,0.53507316,188.98781,7.508237679
wrong_gradcam/ILSVRC2012_val_00036093_GroundTruth_book_jacket_bakery_25.png,wrong_gradcam/ILSVRC2012_val_00036093_WrongPred_book_jacket_bakery_25.png,0.24989434,205.03773,3.929990701
wrong_gradcam/ILSVRC2012_val_00032814_GroundTruth_book_jacket_packet_18.png,wrong_gradcam/ILSVRC2012_val_00032814_WrongPred_book_jacket_packet_18.png,0.18192321,128.0236,4.651869466
wrong_gradcam/ILSVRC2012_val_00030046_GroundTruth_book_jacket_doormat_49.png,wrong_gradcam/ILSVRC2012_val_00030046_WrongPred_book_jacket_doormat_49.png,0.48641476,226.11354,6.19177694
wrong_gradcam/ILSVRC2012_val_00027903_GroundTruth_book_jacket_comic_book_90.png,wrong_gradcam/ILSVRC2012_val_00027903_WrongPred_book_jacket_comic_book_90.png,0.898556,254.10461,1.22763243
wrong_gradcam/ILSVRC2012_val_00027356_GroundTruth_book_jacket_tick_47.png,wrong_gradcam/ILSVRC2012_val_00027356_WrongPred_book_jacket_tick_47.png,0.4669057,209.43465,2.528623197
wrong_gradcam/ILSVRC2012_val_00025515_GroundTruth_book_jacket_comic_book_55.png,wrong_gradcam/ILSVRC2012_val_00025515_WrongPred_book_jacket_comic_book_55.png,0.5487649,215.324,2.729693105
wrong_gradcam/ILSVRC2012_val_00019892_GroundTruth_book_jacket_packet_52.png,wrong_gradcam/ILSVRC2012_val_00019892_WrongPred_book_jacket_packet_52.png,0.5199036,205.28333,3.997756926
wrong_gradcam/ILSVRC2012_val_00019890_GroundTruth_book_jacket_envelope_18.png,wrong_gradcam/ILSVRC2012_val_00019890_WrongPred_book_jacket_envelope_18.png,0.17540987,209.93892,4.83667822
wrong_gradcam/ILSVRC2012_val_00014629_GroundTruth_book_jacket_comic_book_51.png,wrong_gradcam/ILSVRC2012_val_00014629_WrongPred_book_jacket_comic_book_51.png,0.5095343,199.16753,5.493886565
wrong_gradcam/ILSVRC2012_val_00013850_GroundTruth_book_jacket_packet_83.png,wrong_gradcam/ILSVRC2012_val_00013850_WrongPred_book_jacket_packet_83.png,0.82933015,207.44353,2.856591795
wrong_gradcam/ILSVRC2012_val_00013139_GroundTruth_book_jacket_packet_52.png,wrong_gradcam/ILSVRC2012_val_00013139_WrongPred_book_jacket_packet_52.png,0.5186307,161.52287,2.108164026
wrong_gradcam/ILSVRC2012_val_00010338_GroundTruth_book_jacket_menu_38.png,wrong_gradcam/ILSVRC2012_val_00010338_WrongPred_book_jacket_menu_38.png,0.37903035,210.14218,1.742147995
wrong_gradcam/ILSVRC2012_val_00008799_GroundTruth_book_jacket_flute_83.png,wrong_gradcam/ILSVRC2012_val_00008799_WrongPred_book_jacket_flute_83.png,0.83209956,200.55646,1.45592839
wrong_gradcam/ILSVRC2012_val_00003594_GroundTruth_book_jacket_bookcase_52.png,wrong_gradcam/ILSVRC2012_val_00003594_WrongPred_book_jacket_bookcase_52.png,0.5201394,250.15572,4.634326354
wrong_gradcam/ILSVRC2012_val_00047673_GroundTruth_hatchet_pedestal_98.png,wrong_gradcam/ILSVRC2012_val_00047673_WrongPred_hatchet_pedestal_98.png,0.98315984,188.56125,15.72574459
wrong_gradcam/ILSVRC2012_val_00047210_GroundTruth_hatchet_bonnet_40.png,wrong_gradcam/ILSVRC2012_val_00047210_WrongPred_hatchet_bonnet_40.png,0.39953217,119.74993,7.120867977
wrong_gradcam/ILSVRC2012_val_00042039_GroundTruth_hatchet_totem_pole_33.png,wrong_gradcam/ILSVRC2012_val_00042039_WrongPred_hatchet_totem_pole_33.png,0.3255964,139.157,6.283902863
wrong_gradcam/ILSVRC2012_val_00041471_GroundTruth_hatchet_shovel_21.png,wrong_gradcam/ILSVRC2012_val_00041471_WrongPred_hatchet_shovel_21.png,0.21097988,135.31274,8.820062413
wrong_gradcam/ILSVRC2012_val_00040559_GroundTruth_hatchet_shovel_15.png,wrong_gradcam/ILSVRC2012_val_00040559_WrongPred_hatchet_shovel_15.png,0.15189633,130.58641,8.639736536
wrong_gradcam/ILSVRC2012_val_00033954_GroundTruth_hatchet_loggerhead_24.png,wrong_gradcam/ILSVRC2012_val_00033954_WrongPred_hatchet_loggerhead_24.png,0.24263471,174.56268,10.97467308
wrong_gradcam/ILSVRC2012_val_00032228_GroundTruth_hatchet_cleaver_87.png,wrong_gradcam/ILSVRC2012_val_00032228_WrongPred_hatchet_cleaver_87.png,0.8676463,182.97366,4.420762237
wrong_gradcam/ILSVRC2012_val_00031367_GroundTruth_hatchet_hammer_88.png,wrong_gradcam/ILSVRC2012_val_00031367_WrongPred_hatchet_hammer_88.png,0.8782198,162.17621,1.961199106
